"Name","State","Notes","User","Tags","Created","Runtime","Sweep","architecture","batch_size","cpu_count","cpu_count_logical","cpu_freq","cpu_model","device_type","epochs","learning_rate","memory_total_gb","platform","processor","python_version","pytorch_version","subset_percentage","cpu_cores","pytorch_threads","scaling_strategy","batch","epoch","extrapolated_elapsed_minutes","extrapolated_epoch_time_hr","extrapolated_epoch_time_min","extrapolated_total_time_hr","extrapolated_train_time_min","extrapolated_val_time_min","final_extrapolated_epoch_time_hr","final_extrapolated_total_time_hr","final_speedup_needed_for_1hr","multicore_efficiency","progress_percentage","subset_acc","subset_elapsed_minutes","subset_epoch_time_min","subset_epoch_time_sec","subset_loss","subset_processing_efficiency","subset_samples_per_sec","subset_total_elapsed_min","subset_train_acc","subset_train_loss","subset_train_time_sec","subset_val_acc","subset_val_accuracy","subset_val_loss","subset_val_time_sec"
"Laptop-Multicore-2.0pct-8cores","finished","-","","benchmark, extrapolation, laptop, multicore, subset","2025-07-14T13:23:58.000Z","4753","","vit_b_16","16","8","8","4226.474875","11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz","CPU","3","0.001","15.098518371582031","Linux-5.14.0-570.25.1.el9_6.x86_64-x86_64-with-glibc2.31","x86_64","3.12.4","2.4.1+rocm6.1","2","8","8","multi_core_cpu","90","2","929.9904374281564","18.0314838455783","1081.889030734698","54.0944515367349","","","21.99381197050766","65.98143591152298","65.98143591152298","0.42099383552407166","100","56.93681318681319","18.59980874856313","21.637846740086875","","0.9475725640307416","","1.304672913292257","79.17770787080129","57.375","0.939566679596901","","61","","0.913291540145874",""
"Laptop-Benchmark-1.0pct-subset","finished","-","","benchmark, extrapolation, laptop, subset","2025-07-14T12:34:44.000Z","2908","","vit_b_16","16","8","8","775","11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz","CPU","3","0.001","15.098518371582031","Linux-5.14.0-570.25.1.el9_6.x86_64-x86_64-with-glibc2.31","x86_64","3.12.4","2.4.1+rocm6.1","1","","","","","3","","25.27700599034627","1516.6203594207764","75.83101797103882","1399.74897702535","116.87138239542644","26.892089996072983","80.67626998821895","80.67626998821895","","","","","","909.9722156524658","","0.3443103403433502","0.9525517469331118","","","0.26926668314263225","839.84938621521","","96","","70.12282943725586"
